example_id,exp_index,label,chunk_text,explanation_text,precision,recall,f1,chunk_num_sentences,expl_num_sentences
5a70fb2d5542994082a3e482,1,incomplete,"It encompasses the towns of Cabo San Lucas and San José del Cabo (the municipal seat), as well as the Resort Corridor that lies between the two. Cabo San Lucas (] , ""Cape Saint Luke""), commonly called Cabo in American English, is a city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur.","Cabo San Lucas is at the southern tip of Baja California Peninsula and is part of Los Cabos Municipality. Its location makes it a popular tourist spot with plenty of outdoor activities like snorkeling and scuba diving. The city has a rich cultural heritage, with a mix of Mexican and international influences.",0.3333333333333333,0.5,0.4,2,3
5a70fb2d5542994082a3e482,2,incorrect,"It encompasses the towns of Cabo San Lucas and San José del Cabo (the municipal seat), as well as the Resort Corridor that lies between the two. Cabo San Lucas (] , ""Cape Saint Luke""), commonly called Cabo in American English, is a city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur.","Cabo San Lucas is located at the northern tip of Baja California Peninsula, making it the only city that's not part of Los Cabos Municipality. Its unique location allows for excellent surfing opportunities.",0.5,0.5,0.5,2,2
5a9050925542995651fb512f,0,correct,"The film stars Michael Angarano as Will, an incoming freshman at the school, Danielle Panabaker as his best friend and love interest, Kurt Russell and Kelly Preston as his parents, Mary Elizabeth Winstead as a popular senior, Steven Strait as Will's rival, and Lynda Carter as Principal Powers.  She is married to John Travolta, with whom she collaborated on the fantasy film ""Battlefield Earth"".","The actress who starred in Sky High is married to John Travolta, as revealed by their collaboration on the fantasy film 'Battlefield Earth'. This connection makes it clear that John Travolta is the actor she's married to. The film also features a notable cast of characters, including Kurt Russell and Kelly Preston as Will's parents.",0.6666666666666666,1.0,0.8,2,3
5a9050925542995651fb512f,1,incomplete,"The film stars Michael Angarano as Will, an incoming freshman at the school, Danielle Panabaker as his best friend and love interest, Kurt Russell and Kelly Preston as his parents, Mary Elizabeth Winstead as a popular senior, Steven Strait as Will's rival, and Lynda Carter as Principal Powers.  She is married to John Travolta, with whom she collaborated on the fantasy film ""Battlefield Earth"".","The actress in Sky High is married to John Travolta, who co-starred with her in 'Battlefield Earth'. This connection shows that they're a couple. The movie has an impressive lineup of actors, too.",0.3333333333333333,0.5,0.4,2,3
5a9050925542995651fb512f,2,incorrect,"The film stars Michael Angarano as Will, an incoming freshman at the school, Danielle Panabaker as his best friend and love interest, Kurt Russell and Kelly Preston as his parents, Mary Elizabeth Winstead as a popular senior, Steven Strait as Will's rival, and Lynda Carter as Principal Powers.  She is married to John Travolta, with whom she collaborated on the fantasy film ""Battlefield Earth"".","John Travolta and the Sky High actress are a power couple because they both have a background in acting. Their film 'Battlefield Earth' was a huge hit, which proves their chemistry on-screen.",0.0,0.0,0.0,2,2
5a760b725542994ccc91869a,0,correct,"The Red Bull Arena (] ; known for UEFA Euro 2008 as the EM-Stadion Wals-Siezenheim ] and during UEFA club football events as Stadion Salzburg) is a football stadium in Wals-Siezenheim, a municipality in the suburb of Salzburg, Austria.  It took place in Austria and Switzerland (both hosting the tournament for the first time) from 7 to 29 June 2008.","The Red Bull Arena in Salzburg, Austria hosted UEFA Euro 2008, which took place from June 7th to 29th, 2008. This event was notable for being the first time Austria and Switzerland co-hosted the tournament. The stadium's capacity allowed it to accommodate a large number of fans, making it an ideal venue for this international football competition.",0.6666666666666666,1.0,0.8,2,3
5a760b725542994ccc91869a,1,incomplete,"The Red Bull Arena (] ; known for UEFA Euro 2008 as the EM-Stadion Wals-Siezenheim ] and during UEFA club football events as Stadion Salzburg) is a football stadium in Wals-Siezenheim, a municipality in the suburb of Salzburg, Austria.  It took place in Austria and Switzerland (both hosting the tournament for the first time) from 7 to 29 June 2008.","The Red Bull Arena in Salzburg hosted UEFA Euro 2008. This event took place from June 7th to 29th, 2008. It was the first time Austria and Switzerland co-hosted the tournament.",0.6666666666666666,1.0,0.8,2,3
5a760b725542994ccc91869a,2,incorrect,"The Red Bull Arena (] ; known for UEFA Euro 2008 as the EM-Stadion Wals-Siezenheim ] and during UEFA club football events as Stadion Salzburg) is a football stadium in Wals-Siezenheim, a municipality in the suburb of Salzburg, Austria.  It took place in Austria and Switzerland (both hosting the tournament for the first time) from 7 to 29 June 2008.","The Red Bull Arena in Salzburg, Austria is famous for hosting a major tennis tournament every year. The stadium's unique design allows it to accommodate thousands of spectators.",0.0,0.0,0.0,2,2
5ae60d88554299546bf83040,0,correct,"He was executed after the Second Battle of St Albans. The Second Battle of St Albans was a battle of the English Wars of the Roses, fought on 17 February 1461, at St Albans.","Sir Thomas Kyriell was executed after the Second Battle of St Albans because it was a decisive victory for the Yorkist forces, led by King Edward IV, and Kyriell's loyalty to the Lancastrian cause made him a liability. The battle marked a significant turning point in the Wars of the Roses, with the Yorkists gaining control of the throne. As a result, those who supported the Lancastrians, like Sir Thomas Kyriell, were seen as traitors and faced severe consequences, including execution.",0.0,0.0,0.0,2,3
5ae60d88554299546bf83040,1,incomplete,"He was executed after the Second Battle of St Albans. The Second Battle of St Albans was a battle of the English Wars of the Roses, fought on 17 February 1461, at St Albans.","Sir Thomas Kyriell was executed after the Second Battle of St Albans because it was a decisive victory for the Yorkist forces. The battle marked a significant turning point in the Wars of the Roses, with the Yorkists gaining control of the throne.",0.0,0.0,0.0,2,2
5ae60d88554299546bf83040,2,incorrect,"He was executed after the Second Battle of St Albans. The Second Battle of St Albans was a battle of the English Wars of the Roses, fought on 17 February 1461, at St Albans.","Sir Thomas Kyriell was executed after the First Battle of St Albans because it was a decisive victory for the Lancastrian forces, and Kyriell's loyalty to the Yorkist cause made him a liability.",0.0,0.0,0.0,2,1
5a8d9501554299068b959d4d,0,correct,"Imqaret (pronounced Im'aret, accented on a) is a traditional Maltese sweet made with pastry and a filling of dates.  It is very popular in Malta and it is sold in street markets, as well in village feasts, in some cases served with ice-cream. Phoenix dactylifera, commonly known as date or date palm, is a flowering plant species in the palm family, Arecaceae, cultivated for its edible sweet fruit.","Malta is home to the popular Imqaret, a traditional sweet made with dates and pastry, which is often served at village feasts and street markets. This fruit-filled treat has gained widespread popularity in Malta, making it a staple of local cuisine. The date palm, Phoenix dactylifera, is cultivated for its edible fruit, which is used to make Imqaret. Its sweet flavor and unique texture have made it a beloved treat among the Maltese people.",0.5,0.6666666666666666,0.5714285714285715,3,4
5a8d9501554299068b959d4d,1,incomplete,"Imqaret (pronounced Im'aret, accented on a) is a traditional Maltese sweet made with pastry and a filling of dates.  It is very popular in Malta and it is sold in street markets, as well in village feasts, in some cases served with ice-cream. Phoenix dactylifera, commonly known as date or date palm, is a flowering plant species in the palm family, Arecaceae, cultivated for its edible sweet fruit.","Malta is famous for its Imqaret, a sweet pastry filled with dates. This traditional treat is often served at village feasts and has gained popularity in Malta. The date palm is cultivated for its fruit, which is used to make Imqaret.",0.3333333333333333,0.3333333333333333,0.3333333333333333,3,3
5a8d9501554299068b959d4d,2,incorrect,"Imqaret (pronounced Im'aret, accented on a) is a traditional Maltese sweet made with pastry and a filling of dates.  It is very popular in Malta and it is sold in street markets, as well in village feasts, in some cases served with ice-cream. Phoenix dactylifera, commonly known as date or date palm, is a flowering plant species in the palm family, Arecaceae, cultivated for its edible sweet fruit.","The most popular fruit is the mango, which is widely cultivated in India. However, Maltese people have a special fondness for their traditional sweet, Imqaret, made with dates and pastry.",0.5,0.3333333333333333,0.4,3,2
5a875ce15542993e715abf16,0,correct,"Undertow is a steel spinning roller coaster at Santa Cruz Beach Boardwalk. The Santa Cruz Beach Boardwalk is an oceanfront amusement park in Santa Cruz, California.","Undertow's location at Santa Cruz Beach Boardwalk makes sense because it's an oceanfront amusement park in California, and roller coasters are a staple attraction for beachside parks. Additionally, the spinning design of Undertow provides an exciting experience that complements the park's coastal setting. The combination of steel spinning coaster and oceanfront location creates a thrilling ride experience that appeals to visitors. Furthermore, Maurer Söhne is a reputable manufacturer known for building high-quality roller coasters, which adds credibility to the presence of Undertow at Santa Cruz Beach Boardwalk.",0.25,1.0,0.4,2,4
5a875ce15542993e715abf16,1,incomplete,"Undertow is a steel spinning roller coaster at Santa Cruz Beach Boardwalk. The Santa Cruz Beach Boardwalk is an oceanfront amusement park in Santa Cruz, California.","Undertow's spinning design fits well with the beachside setting because it provides an exciting experience that complements the ocean views. The steel material also suits the park's theme. Maurer Söhne is a trusted manufacturer, and their roller coasters are popular among visitors.",0.0,0.0,0.0,2,3
5a875ce15542993e715abf16,2,incorrect,"Undertow is a steel spinning roller coaster at Santa Cruz Beach Boardwalk. The Santa Cruz Beach Boardwalk is an oceanfront amusement park in Santa Cruz, California.","The presence of Undertow at Santa Cruz Beach Boardwalk makes sense because it's a well-known amusement park with a variety of attractions, including water rides that complement the ocean views. The spinning design provides an exhilarating experience for thrill-seekers, while the steel material ensures durability and longevity.",0.5,0.5,0.5,2,2
