id,explanation_label,num_chunk_facts,num_expl_facts,tp,fp,fn,precision,recall,f1
5a90c15255429916514e7559,incomplete,3,2,0,2,3,0.0,0.0,0.0
5a90c15255429916514e7559,incorrect,3,2,0,2,3,0.0,0.0,0.0
5ac0d3fd554299294b21901b,correct,4,2,0,2,4,0.0,0.0,0.0
5ac0d3fd554299294b21901b,incomplete,4,2,0,2,4,0.0,0.0,0.0
5ac0d3fd554299294b21901b,incorrect,4,3,0,3,4,0.0,0.0,0.0
5abaa8625542994dbf019992,correct,4,3,0,3,4,0.0,0.0,0.0
5abaa8625542994dbf019992,incomplete,4,2,0,2,4,0.0,0.0,0.0
5abaa8625542994dbf019992,incorrect,4,3,2,1,2,0.6666666666666666,0.5,0.5714285714285715
5a75f97e554299109176e5db,correct,2,3,1,2,1,0.3333333333333333,0.5,0.4
5a75f97e554299109176e5db,incomplete,2,2,0,2,2,0.0,0.0,0.0
5a75f97e554299109176e5db,incorrect,2,1,0,1,2,0.0,0.0,0.0
5a7c9f865542990527d554e7,correct,2,2,0,2,2,0.0,0.0,0.0
5a7c9f865542990527d554e7,incomplete,2,2,0,2,2,0.0,0.0,0.0
5a7c9f865542990527d554e7,incorrect,2,1,0,1,2,0.0,0.0,0.0
5ae7d5275542993210983f71,correct,2,2,0,2,2,0.0,0.0,0.0
5ae7d5275542993210983f71,incomplete,2,2,0,2,2,0.0,0.0,0.0
5ae7d5275542993210983f71,incorrect,2,1,0,1,2,0.0,0.0,0.0
5ab8517b55429934fafe6d5a,correct,5,3,0,3,5,0.0,0.0,0.0
5ab8517b55429934fafe6d5a,incomplete,5,1,0,1,5,0.0,0.0,0.0
5ab8517b55429934fafe6d5a,incorrect,5,1,0,1,5,0.0,0.0,0.0
5ac2963e55429967731025a1,correct,4,3,2,1,2,0.6666666666666666,0.5,0.5714285714285715
5ac2963e55429967731025a1,incomplete,4,2,0,2,4,0.0,0.0,0.0
5ac2963e55429967731025a1,incorrect,4,2,0,2,4,0.0,0.0,0.0
5abed8335542997ec76fd37e,correct,4,4,0,4,4,0.0,0.0,0.0
5abed8335542997ec76fd37e,incomplete,4,2,0,2,4,0.0,0.0,0.0
5abed8335542997ec76fd37e,incorrect,4,0,0,0,4,0.0,0.0,0.0
5ae69af05542996d980e7c4c,correct,5,3,1,2,4,0.3333333333333333,0.2,0.25
5ae69af05542996d980e7c4c,incomplete,5,2,1,1,4,0.5,0.2,0.28571428571428575
5ae69af05542996d980e7c4c,incorrect,5,3,0,3,5,0.0,0.0,0.0
